い	偉 	admirable
ちょう	頂	place on the head
きょう	挟	pinch
ぐう	隅	corner
けん	軒	flats
こ	枯	wither
こう	耕	till
こう	肯	agreement
こう	郊	outskirts
し	脂	fat
しょう	召	seduce
せき	隻	vessels
そう	燥	parch
たく	濯	laundry
なん	軟	soft
びん	瓶	bottle
ふ	膚	skin
ふつ	沸	seethe
あ	亜	Asia
あ	阿	Africa
き	葵	hollyhock
せん	茜	madder
あく	渥	kindness
きょく	旭	rising sun
し	梓	catalpa tree
けん	絢	brilliant fabric design
りん	綾	design
でん	鮎	freshwater trout
きょう	杏	apricot
い	尉	military officer
い	惟	consider
い	緯	horizontal
がい	亥	sign of the hog
いく	郁	cultural progress
き	磯	seashore
いち	壱	one (in documents)
いつ	逸	deviate
いん	允	license
いん	姻	matrimony
いん	胤	descendent
いん	韻	rhyme
ぼう	卯	sign of the hare or rabbit
ちゅう	丑	sign of the ox or cow
か	渦	whirlpool
ばい	唄	songs with samisen
ほ	浦	bay
えい	叡	intelligence
えい	瑛	sparkle of jewelry
えい	詠	recitation
えつ	悦	ecstasy
えつ	謁	audience
えつ	閲	review
えん	艶	glossy
えん	苑	garden
お	於	at
おう	凹	concave
おう	旺	flourishing
おう	翁	venerable old man
おつ	乙	the latter
しゃ	卸	wholesale
か	伽	nursing
か	佳	excellent
か	嘉	applaud
か	寡	widow
か	禍	calamity
か	箇	counters for things
か	茄	eggplant
か	霞	be hazy
かい	拐	kidnap
かい	魁	charging ahead of others
がい	凱	victory song
がい	劾	censure
がい	慨	rue
がい	該	above-stated
けい	馨	fragrant
かく	嚇	menacing
かく	殻	husk
かく	郭	enclosure
かつ	喝	hoarse
かつ	褐	brown
かつ	轄	control
しょ	且	moreover
きょう	叶	grant
か	樺	birch
れん	鎌	sickle
ぼう	茅	miscanthus reed
かん	侃	strong
かん	冠	crown
かん	喚	yell
かん	堪	withstand
かん	寛	tolerant
かん	憾	remorse
かん	敢	daring
かん	棺	coffin
かん	款	goodwill
かん	莞	smiling
かん	貫	pierce
かん	閑	leisure
かん	陥	collapse
がん	巌	rock
き	嬉	glad
き	忌	mourning
き	毅	strong
き	稀	rare
ぎ	戯	frolic
ぎ	擬	mimic
ぎ	誼	friendship
きく	鞠	ball
きつ	橘	mandarin orange
ぎゃく	虐	tyrannize
きゅう	朽	decay
きゅう	窮	hard up
こう	亨	pass through
きょう	享	receive
きょう	匡	correct
きょう	喬	high
きょう	峡	gorge
きょう	恭	respect
きょう	矯	rectify
ぎょう	凝	freeze
ぎょう	尭	high
ぎょう	暁	dawn
とう	桐	paulownia
きん	錦	brocade
きん	斤	axe
きん	欣	take pleasure in
きん	欽	respect
きん	芹	parsley
きん	衿	neck
きん	襟	collar
きん	謹	discreet
ぎん	吟	versify
きゅう	玖	beautiful black jewel
ぐ	愚	foolish
ぐ	虞	expectation
ぐう	遇	interview
りつ	栗	chestnut
くん	勲	meritorious deed
くん	薫	send forth fragrance
ぐん	郡	county
け	袈	a coarse camlet
けい	啓	disclose
けい	圭	square jewel
けい	慶	jubilation
けい	慧	wise
けい	桂	Japanese Judas-tree
けい	渓	mountain stream
けい	茎	stalk
けい	鶏	chicken
げい	鯨	whale
けつ	傑	greatness
けん	倹	frugal
けん	絹	silk
けん	顕	appear
げん	弦	bowstring
げん	玄	mysterious
げん	絃	string
こ	孤	orphan
う	胡	barbarian
こ	鼓	drum
ご	伍	5-man squad
ご	呉	give
ご	梧	Chinese parasol tree
こ	瑚	ancestral offering receptacle
り	鯉	carp
こう	侯	marquis
こう	倖	happiness
こう	坑	pit
こう	宏	wide
こう	弘	vast
こう	恒	constancy
こう	昂	たか.い
こう	晃	clear
こう	洪	deluge
こう	浩	wide expanse
こう	稿	draft
こう	紘	large
こう	衡	equilibrium
こう	酵	fermentation
こう	鴻	ひしくい
ごう	拷	torture
こく	穀	cereals
こく	酷	cruel
こん	墾	ground-breaking
こん	紺	dark blue
さ	唆	tempt
さ	嵯	steep
さ	沙	sand
さ	瑳	polish
さ	鎖	chain
さ	裟	Buddhist surplice
さい	哉	how
さい	宰	superintend
さい	栽	plantation
さい	采	dice
ご	冴	be clear
さく	搾	squeeze
さく	朔	conjunction (astronomy)
さく	錯	confused
ささ	笹	bamboo grass
こう	皐	swamp
さん	惨	wretched
さん	桟	scaffold
さん	燦	brilliant
さん	蚕	silkworm
し	嗣	heir
し	肢	limb
し	賜	grant
し	雌	feminine
じ	慈	mercy
じ	爾	you
し	蒔	sow (seeds)
せき	汐	eventide
しつ	漆	lacquer
しつ	疾	rapidly
さい	偲	recollect
しゃ	赦	pardon
さ	紗	gauze
しゃ	遮	intercept
しゃく	勺	ladle
しゃく	爵	baron
しゃく	酌	bar-tending
しゃく	釈	explanation
じゃく	寂	loneliness
しゅ	殊	particularly
じゅ	儒	Confucian
しゅう	囚	captured
しゅう	愁	distress
しゅう	洲	continent
しゅう	酬	repay
しゅう	醜	ugly
